date,testing,new_testing,country,deaths,new_deaths,cases,new_cases,recovered,avaccine,dvaccine,cvaccine,new_recovered,new_cvaccine,new_dvaccine,new_avaccine,pop,casespc,deathspc,recoveredpc,new_casespc,new_deathspc,new_recoveredpc,lcases,ldeaths,lrecovered,deathrecovered,testingpc,new_testingpc,ltesting,advaccine,cdvaccine,new_advaccine,newa_dvaccine,new_cdvaccine,newc_dvaccine,avaccinepc,cvaccinepc,dvaccinepc,new_avaccinepc,new_cvaccinepc,new_dvaccinepc,active,new_casesmv7,casesmv7,new_deathsmv7,deathsmv7,new_recoveredmv7,recoveredmv7,activemv7,active14,active18,deathactive14,recoveredactive14,deathrecoveredactive14,deathactive18,recoveredactive18,deathrecoveredactive18,active14mv7,active18mv7,deathactive14mv7,recoveredactive14mv7,deathrecoveredactive14mv7,deathactive18mv7,recoveredactive18mv7,deathrecoveredactive18mv7,new_layoffs,layoffs,reservations,ridership,unemployment_yoy,unemployment,unemployment_2019,index_limittravel,index_selfisolate,index_limitsocialdomest,index_econrelief,index_total,index_stringency,index_stringencynospend,bnccindx,bnccexp,bnccpbk,retail_and_recreation_percent_ch,grocery_and_pharmacy_percent_cha,parks_percent_change_from_baseli,transit_stations_percent_change_,workplaces_percent_change_from_b,residential_percent_change_from_
2020-02-26,292,62,Canada,0,0,10,2,7,,,,0,,,,37058856,2.6984102e-07,0,0,5.3968208e-08,0,1.8888872e-07,2.3025851,,1.9459101,7,7.8793582e-06,1.6730144e-06,5.676754,,,,,,,,,,,,,3,.71428573,6.7142859,0,0,.71428573,4.7142859,2,0,0,,,,,,,.14285715,.14285715,0,5000,5000,0,5000,5000,,,1,1,,,,0,0,0,0,0,0,0,,,,-2,2,1,-2,1,1
2020-02-27,369,77,Canada,0,0,11,1,7,,,,0,,,,37058856,2.9682514e-07,0,0,2.6984104e-08,0,1.8888872e-07,2.3978953,,1.9459101,7,9.9571344e-06,2.0777759e-06,5.9107966,,,,,,,,,,,,,4,.85714287,7.5714288,0,0,.5714286,5.2857141,2.2857144,0,0,,,,,,,0,.14285715,,,,0,4000,4000,,,-12,-4,,,,0,0,0,0,0,0,0,,,,-8,-9,-6,-5,-5,4
2020-02-28,369,0,Canada,0,0,13,2,7,,,,0,,,,37058856,3.5079336e-07,0,0,5.3968208e-08,0,1.8888872e-07,2.5649493,,1.9459101,7,9.9571344e-06,0,5.9107966,,,,,,,,,,,,,6,1.1428572,8.7142859,0,0,.42857143,5.7142859,3,0,0,,,,,,,0,.14285715,,,,0,3000,3000,,,-8,0,,,,0,0,0,0,0,0,0,55.813801,53.482899,58.1446,-1,1,-5,1,0,1
2020-02-29,510,141,Canada,0,0,17,4,7,,,,0,,,,37058856,4.5872974e-07,0,0,1.0793642e-07,0,1.8888872e-07,2.8332133,,1.9459101,7,.000013761893,3.8047585e-06,6.2344108,,,,,,,,,,,,,10,1.7142857,10.428572,0,0,.42857143,6.1428571,4.2857141,0,0,,,,,,,0,.14285715,,,,0,3000,3000,,,-4,1,,,,0,0,0,0,0,0,0,,,,7,7,11,6,7,0
2020-03-01,635,125,Canada,0,0,21,4,7,,,,0,,,,37058856,5.6666619e-07,0,0,1.0793642e-07,0,1.8888872e-07,3.0445225,,1.9459101,7,.000017134906,3.3730130e-06,6.4536252,,,,,,,,,,,,,14,2.1428571,12.571428,0,0,.42857143,6.5714288,6,0,0,,,,,,,0,.14285715,,,,0,3000,3000,,,-7,5,32.89428669175504,1553.8,1169.2,0,0,0,0,0,0,0,,,,10,9,23,6,5,-1
2020-03-02,635,0,Canada,0,0,23,2,7,,,,0,,,,37058856,6.2063435e-07,0,0,5.3968208e-08,0,1.8888872e-07,3.1354942,,1.9459101,7,.000017134906,0,6.4536252,,,,,,,,,,,,,16,2.1428571,14.714286,0,0,.42857143,7,7.7142859,0,0,,,,,,,0,0,,,,,,,,,-12,-1,,,,0,0,0,0,0,0,0,,,,3,3,1,-2,-1,1
2020-03-03,733,98,Canada,0,0,36,13,7,,,,0,,,,37058856,9.7142777e-07,0,0,3.5079336e-07,0,1.8888872e-07,3.583519,,1.9459101,7,.000019779347,2.6444420e-06,6.5971456,,,,,,,,,,,,,29,4,18.714285,0,0,0,7,11.714286,1,0,0,0,0,,,,.14285715,0,0,0,0,,,,,,-7,0,,,,0,0,0,0,0,0,0,,,,4,6,8,-2,0,0
2020-03-04,733,0,Canada,0,0,38,2,7,,,,0,,,,37058856,1.0253959e-06,0,0,5.3968208e-08,0,1.8888872e-07,3.6375861,,1.9459101,7,.000019779347,0,6.5971456,,,,,,,,,,,,,31,4,22.714285,0,0,0,7,15.714286,0,0,,,,,,,.14285715,0,0,0,0,,,,,,-2,1,,,,0,0,0,0,0,2.5641026,3.3333333,,,,5,4,11,0,-1,1
2020-03-05,1099,366,Canada,0,0,47,9,8,,,,1,,,,37058856,1.2682528e-06,0,2.6984104e-08,2.4285694e-07,0,2.1587283e-07,3.8501475,,2.0794415,8,.00002965553,9.8761820e-06,7.0021558,,,,,,,,,,,,,39,5.1428571,27.857143,0,0,.14285715,7.1428571,20.714285,0,0,,,,,,,.14285715,0,0,1000,1000,,,,,,-4,-2,,,,0,0,0,0,0,2.5641026,3.3333333,,,,7,5,18,-1,-2,1
2020-03-06,1395,296,Canada,0,0,62,15,8,,,,0,,,,37058856,1.6730144e-06,0,0,4.0476155e-07,0,2.1587283e-07,4.1271343,,2.0794415,8,.000037642825,7.9872943e-06,7.2406497,,,,,,,,,,,,,54,7,34.857143,0,0,.14285715,7.2857141,27.571428,0,0,,,,,,,.14285715,0,0,1000,1000,,,,,,-8,-3,,,,0,0,0,0,0,2.7254796,3.3333333,55.496399,52.178101,58.814602,1,-1,6,-3,-1,1
2020-03-07,1767,372,Canada,0,0,65,3,8,,,,0,,,,37058856,1.7539667e-06,0,0,8.0952312e-08,0,2.1587283e-07,4.1743875,,2.0794415,8,.000047680911,.000010038087,7.4770384,,,,,,,,,,,,,57,6.8571429,41.714287,0,0,.14285715,7.4285712,34.285713,0,1,,,,0,0,0,.14285715,.14285715,0,1000,1000,0,1000,1000,,,-9,-1,,,,0,0,0,0,0,2.7254796,3.3333333,,,,6,5,17,3,6,0
2020-03-08,2699,932,Canada,1,1,73,8,8,,,,0,,,,37058856,1.9698396e-06,2.6984104e-08,0,2.1587283e-07,2.6984104e-08,2.1587283e-07,4.2904596,0,2.0794415,9,.000072830095,.000025149184,7.9006367,,,,,,,,,,,,,64,7.4285712,49.142857,.14285715,.14285715,.14285715,7.5714288,41.42857,1,0,1000,0,1000,,,,.2857143,.14285715,500,500,1000,1000,1000,2000,,,-1,-3,,,,0,0,0,0,0,2.7254796,3.3333333,,,,9,7,50,3,4,0
2020-03-09,3531,832,Canada,1,0,86,13,9,,,,1,,,,37058856,2.3206328e-06,2.6984104e-08,2.6984104e-08,3.5079336e-07,0,2.4285694e-07,4.4543471,0,2.1972246,10,.00009528087,.000022450775,8.1693363,,,,,,,,,,,,,76,9,58.142857,.14285715,.2857143,.2857143,7.8571429,50,2,0,0,500,500,,,,.5714286,.14285715,250,500,750,1000,2000,3000,,,-13,-3,,,,0,0,0,0,0,2.7254796,3.3333333,,,,4,4,31,-3,2,1
2020-03-10,3531,0,Canada,1,0,109,23,9,,,,0,,,,37058856,2.9412672e-06,2.6984104e-08,0,6.2063435e-07,0,2.4285694e-07,4.6913481,0,2.1972246,10,.00009528087,0,8.1693363,,,,,,,,,,,,,99,10.428572,68.571426,.14285715,.42857143,.2857143,8.1428576,60,0,0,,,,,,,.42857143,.14285715,333.33334,666.66669,1000.0001,1000,2000,3000,,,-18,-4,,,,0,0,0,0,0,4.6485567,5.8333335,,,,-1,1,-2,-6,1,1
2020-03-11,4846,1315,Canada,2,1,140,31,9,,,,0,,,,37058856,3.7777745e-06,5.3968208e-08,0,8.3650718e-07,2.6984104e-08,2.4285694e-07,4.9416423,.69314718,2.1972246,11,.00013076497,.000035484096,8.4859085,,,,,,,,,,,,,129,14.571428,83.14286,.2857143,.71428573,.2857143,8.4285717,74,2,0,500,0,500,,,,.71428573,.14285715,400,400,800,2000,2000,4000,,,-19,-4,,,,0,0,0,0,0,6.1308351,5.8333335,,,,3,7,12,-3,2,1
2020-03-12,6738,1892,Canada,2,0,181,41,9,,,,0,,,,37058856,4.8841225e-06,5.3968208e-08,0,1.1063482e-06,0,2.4285694e-07,5.1984968,.69314718,2.1972246,11,.00018181889,.000051053925,8.8155184,,,,,,,,,,,,,170,19.142857,102.28571,.2857143,1,.14285715,8.5714283,92.714287,1,1,0,0,0,0,0,0,.85714287,.2857143,333.33334,166.66667,500.00003,1000,500,1500,,,-28,-9,,,,0,0,0,0,0,6.1308351,5.8333335,,,,7,27,11,-6,2,1
2020-03-13,9882,3144,Canada,2,0,232,51,10,,,,1,,,,37058856,6.2603121e-06,5.3968208e-08,2.6984104e-08,1.3761893e-06,0,2.6984102e-07,5.4467373,.69314718,2.3025851,12,.00026665692,.000084838022,9.1984701,,,,,,,,,,,,,220,24.285715,126.57143,.2857143,1.2857143,.2857143,8.8571424,116.42857,2,2,0,500,500,0,500,500,1.1428572,.5714286,250,250,500,500,500,1000,,,-40,-24,,,,33.333332,20,0,0,5.1282053,10.618014,11.666667,54.287102,49.7603,58.813801,-5,35,-16,-17,-6,5
2020-03-14,13200,3318,Canada,2,0,317,85,10,,,,0,,,,37058856,8.5539605e-06,5.3968208e-08,0,2.2936488e-06,0,2.6984102e-07,5.7589016,.69314718,2.3025851,12,.00035619017,.000089533256,9.4879723,,,,,,,,,,,,,305,36,162.57143,.2857143,1.5714285,.2857143,9.1428576,151.85715,4,0,0,0,0,,,,1.7142857,.42857143,166.66667,166.66667,333.33334,666.66669,666.66669,1333.3334,24,24,-41,-31,,,,33.333332,20,0,0,5.1282053,10.618014,11.666667,,,,-11,19,-8,-19,-1,5
2020-03-15,17339,4139,Canada,2,0,429,112,10,,,,0,,,,37058856,.00001157618,5.3968208e-08,0,3.0222195e-06,0,2.6984102e-07,6.0614572,.69314718,2.3025851,12,.00046787737,.0001116872,9.7607136,,,,,,,,,,,,,417,50.857143,213.42857,.14285715,1.7142857,.2857143,9.4285717,202.28572,4,2,0,0,0,0,0,0,2.1428571,.71428573,66.666672,133.33334,200.00002,200,400,600,,,-47,-31,,,,33.333332,20,0,0,5.1282053,10.618014,11.666667,,,,-12,11,28,-22,-5,4
2020-03-16,21856,4517,Canada,5,3,549,120,10,,,,0,,,,37058856,.000014814273,1.3492051e-07,0,3.2380924e-06,8.0952312e-08,2.6984102e-07,6.3080983,1.6094379,2.3025851,15,.00058976456,.00012188719,9.9922304,,,,,,,,,,,,,534,66.14286,279.57144,.5714286,2.2857144,.14285715,9.5714283,267.71429,2,1,1500,0,1500,3000,0,3000,2.1428571,.85714287,266.66669,66.666672,333.33337,666.66669,166.66667,833.33337,50,74,-60,-51,,,,66.666664,20,0,0,7.6923075,17.028271,20,,,,-12,23,15,-37,-27,10
2020-03-17,26881,5025,Canada,9,4,658,109,10,,,,0,,,,37058856,.000017755539,2.4285694e-07,0,2.9412672e-06,1.0793642e-07,2.6984102e-07,6.4892049,2.1972246,2.3025851,19,.00072535966,.00013559512,10.199175,,,,,,,,,,,,,639,78.428574,358,1.1428572,3.4285715,.14285715,9.7142859,344.85715,13,2,307.69232,0,307.69232,2000,0,2000,4,1.1428572,285.71429,35.714287,321.42859,1000,125,1125,895,969,-94,-61,,,,66.666664,20,0,0,7.6923075,17.028271,20,,,,-27,13,7,-45,-35,14
2020-03-18,34161,7280,Canada,10,1,813,155,11,,,,1,,,,37058856,.000021938076,2.6984102e-07,2.6984104e-08,4.1825360e-06,2.6984104e-08,2.9682514e-07,6.7007313,2.3025851,2.3978953,21,.00092180393,.00019644428,10.43884,,,,,,,,,,,,,792,96.14286,454.14285,1.1428572,4.5714288,.2857143,10,439.57144,2,4,500,500,1000,250,250,500,4,1.7142857,285.71429,71.428574,357.14288,666.66669,166.66667,833.33337,3104,4073,-97,-67,,,,100,20,0,0,10.256411,22.225857,22.5,,,,-33,7,14,-48,-40,16
2020-03-19,42768,8607,Canada,14,4,1007,194,13,,,,2,,,,37058856,.000027172991,3.7777744e-07,5.3968208e-08,5.2349160e-06,1.0793642e-07,3.5079336e-07,6.914731,2.6390574,2.5649493,27,.0011540562,.00023225218,10.663546,,,,,,,,,,,,,980,118,572.14288,1.7142857,6.2857141,.5714286,10.571428,555.28571,9,4,444.44446,222.22223,666.66669,1000,500,1500,5.1428571,2.1428571,333.33334,111.11111,444.44446,800.00006,266.66669,1066.6667,10293,14366,-99.470001,-70,,,,100,40,0,0,12.820513,22.225857,22.5,,,,-36,4,18,-52,-43,17
2020-03-20,50034,7266,Canada,16,2,1272,265,15,,,,2,,,,37058856,.000034323781,4.3174566e-07,5.3968208e-08,7.1507875e-06,5.3968208e-08,4.0476155e-07,7.1483459,2.7725887,2.7080503,31,.0013501226,.0001960665,10.820458,,,,,,,,,,,,,1241,148.57143,720.71429,2,8.2857141,.71428573,11.285714,701.14288,15,2,133.33333,133.33333,266.66666,1000,1000,2000,7,2.1428571,285.71429,102.04082,387.7551,933.33337,333.33334,1266.6667,6975,21341,-99.720001,-72,,,,100,40,0,0,12.820513,22.225857,22.5,51.337502,43.959,58.7159,-44,-5,-8,-54,-45,20
2020-03-21,58159,8125,Canada,18,2,1591,319,16,,,,1,,,,37058856,.000042931708,4.8571388e-07,2.6984104e-08,8.6079290e-06,5.3968208e-08,4.3174566e-07,7.372118,2.8903718,2.7725887,34,.0015693684,.00021924583,10.970936,,,,,,,,,,,,,1557,182,902.71429,2.2857144,10.571428,.85714287,12.142858,880,3,13,666.66669,333.33334,1000,153.84616,76.92308,230.76923,6.8571429,4,333.33334,125,458.33334,571.42859,214.28572,785.71429,45,21386,-99.889999,-69,,,,100,40,0,0,12.820513,22.225857,22.5,,,,-49,-12,11,-49,-32,13
2020-03-22,68688,10529,Canada,22,4,1948,357,18,,,,2,,,,37058856,.000052565032,5.9365027e-07,5.3968208e-08,9.6333251e-06,1.0793642e-07,4.8571388e-07,7.5745583,3.0910425,2.8903718,40,.0018534841,.00028411564,11.13733,,,,,,,,,,,,,1908,217,1119.7142,2.8571429,13.428572,1.1428572,13.285714,1093,8,2,500,250,750,2000,1000,3000,7.4285712,4,384.61542,153.84616,538.46155,714.28571,285.71429,1000,,,-99.940002,-69,,,,100,40,0,0,12.820513,22.225857,22.5,,,,-51,-21,4,-54,-35,11
