date,cvaccine4,new_cvaccine4,country,cvaccine3,new_cvaccine3,cvaccine2,new_cvaccine2,cvaccine1,new_cvaccine1,avaccine3,new_avaccine3,avaccine2,new_avaccine2,avaccine1,new_avaccine1,avaccine,new_avaccine,testing,new_testing,deaths,new_deaths,cases,new_cases,recovered,dvaccine,new_recovered,new_dvaccine,pop,casespc,deathspc,recoveredpc,new_casespc,new_deathspc,new_recoveredpc,lcases,ldeaths,lrecovered,deathrecovered,testingpc,new_testingpc,ltesting,dvaccinepc,new_dvaccinepc,active,new_casesmv7,casesmv7,new_deathsmv7,deathsmv7,new_recoveredmv7,recoveredmv7,activemv7,active14,active18,deathactive14,recoveredactive14,deathrecoveredactive14,deathactive18,recoveredactive18,deathrecoveredactive18,active14mv7,active18mv7,deathactive14mv7,recoveredactive14mv7,deathrecoveredactive14mv7,deathactive18mv7,recoveredactive18mv7,deathrecoveredactive18mv7,new_layoffs,layoffs,reservations,ridership,unemployment_yoy,unemployment,unemployment_2019,index_limittravel,index_selfisolate,index_limitsocialdomest,index_econrelief,index_total,index_stringency,index_stringencynospend,bnccindx,bnccexp,bnccpbk,retail_and_recreation_percent_ch,grocery_and_pharmacy_percent_cha,parks_percent_change_from_baseli,transit_stations_percent_change_,workplaces_percent_change_from_b,residential_percent_change_from_
2020-02-15,,0,Canada,,0,,0,,0,,0,,0,,0,,0,63,0,0,0,4,0,1,,0,,37058856,1.0793642e-07,0,0,0,0,2.6984104e-08,1.3862944,,0,1,1.6999985e-06,0,4.1431346,,,3,0,4,0,0,.14285715,.5714286,3.4285715,0,0,,,,,,,.2857143,,0,500,500,,,,,,,1,,,,0,0,0,0,0,0,0,,,,4,2,10,3,1,0
2020-02-16,,0,Canada,,0,,0,,0,,0,,0,,0,,0,109,46,0,0,4,0,1,,0,,37058856,1.0793642e-07,0,0,0,0,2.6984104e-08,1.3862944,,0,1,2.9412672e-06,1.2412687e-06,4.6913481,,,3,0,4,0,0,.14285715,.71428573,3.2857144,0,0,,,,,,,.2857143,,0,500,500,,,,,,,5,,,,0,0,0,0,0,0,0,,,,13,8,41,4,0,-2
2020-02-17,,0,Canada,,0,,0,,0,,0,,0,,0,,0,109,0,0,0,4,0,1,,0,,37058856,1.0793642e-07,0,0,0,0,2.6984104e-08,1.3862944,,0,1,2.9412672e-06,0,4.6913481,,,3,0,4,0,0,.14285715,.85714287,3.1428571,0,0,,,,,,,.14285715,.2857143,0,1000,1000,0,500,500,,,,-23,,,,0,0,0,0,0,0,0,,,,-12,-15,63,-28,-52,11
2020-02-18,,0,Canada,,0,,0,,0,,0,,0,,0,,0,109,0,0,0,5,1,1,,0,,37058856,1.3492051e-07,0,0,2.6984104e-08,0,2.6984104e-08,1.6094379,,0,1,2.9412672e-06,0,4.6913481,,,4,.14285715,4.1428571,0,0,.14285715,1,3.1428571,0,1,,,,0,0,0,.14285715,.42857143,0,1000,1000,0,333.33334,333.33334,,,-5,2,,,,0,0,0,0,0,0,0,,,,-1,4,6,-1,-1,1
2020-02-19,,0,Canada,,0,,0,,0,,0,,0,,0,,0,109,0,0,0,5,0,2,,1,,37058856,1.3492051e-07,0,2.6984104e-08,0,0,5.3968208e-08,1.6094379,,.69314718,2,2.9412672e-06,0,4.6913481,,,3,.14285715,4.2857141,0,0,.14285715,1.1428572,3.1428571,0,0,,,,,,,.14285715,.2857143,0,1000,1000,0,500,500,,,0,2,,,,0,0,0,0,0,0,0,,,,1,1,9,0,0,0
2020-02-20,,0,Canada,,0,,0,,0,,0,,0,,0,,0,109,0,0,0,5,0,3,,1,,37058856,1.3492051e-07,0,2.6984104e-08,0,0,8.0952312e-08,1.6094379,,1.0986123,3,2.9412672e-06,0,4.6913481,,,2,.14285715,4.4285712,0,0,.2857143,1.4285715,3,1,0,0,1000,1000,,,,.2857143,.2857143,0,1000,1000,0,1000,1000,,,-3,-8,,,,0,0,0,0,0,0,0,,,,6,4,14,-1,1,0
2020-02-21,,0,Canada,,0,,0,,0,,0,,0,,0,,0,166,57,0,0,5,0,4,,1,,37058856,1.3492051e-07,0,2.6984104e-08,0,0,1.0793642e-07,1.6094379,,1.3862944,4,4.4793610e-06,1.5380939e-06,5.1119876,,,1,.14285715,4.5714288,0,0,.42857143,1.8571428,2.7142856,0,0,,,,,,,.14285715,.14285715,0,3000,3000,0,3000,3000,,,-2,-4,,,,0,0,0,0,0,0,0,56.617298,54.555302,58.679298,2,-1,10,-1,-3,1
2020-02-22,,0,Canada,,0,,0,,0,,0,,0,,0,,0,166,0,0,0,5,0,4,,0,,37058856,1.3492051e-07,0,0,0,0,1.0793642e-07,1.6094379,,1.3862944,4,4.4793610e-06,0,5.1119876,,,1,.14285715,4.7142859,0,0,.42857143,2.2857144,2.4285715,0,0,,,,,,,.14285715,.14285715,0,3000,3000,0,3000,3000,,,-1,3,,,,0,0,0,0,0,0,0,,,,8,5,28,6,6,-1
2020-02-23,,0,Canada,,0,,0,,0,,0,,0,,0,,0,166,0,0,0,6,1,4,,0,,37058856,1.6190462e-07,0,0,2.6984104e-08,0,1.0793642e-07,1.7917595,,1.3862944,4,4.4793610e-06,0,5.1119876,,,2,.2857143,5,0,0,.42857143,2.7142856,2.2857144,0,0,,,,,,,.14285715,.14285715,0,3000,3000,0,3000,3000,,,8,3,,,,0,0,0,0,0,0,0,,,,10,6,36,5,5,-1
2020-02-24,,0,Canada,,0,,0,,0,,0,,0,,0,,0,212,46,0,0,8,2,4,,0,,37058856,2.1587283e-07,0,0,5.3968208e-08,0,1.0793642e-07,2.0794415,,1.3862944,4,5.7206298e-06,1.2412687e-06,5.3565865,,,4,.5714286,5.5714288,0,0,.42857143,3.1428571,2.4285715,0,1,,,,0,0,0,.14285715,.2857143,0,3000,3000,0,1500,1500,,,-2,11,,,,0,0,0,0,0,0,0,,,,3,2,19,-1,3,0
2020-02-25,,0,Canada,,0,,0,,0,,0,,0,,0,,0,230,18,0,0,8,0,7,,3,,37058856,2.1587283e-07,0,8.0952312e-08,0,0,1.8888872e-07,2.0794415,,1.9459101,7,6.2063436e-06,4.8571388e-07,5.4380794,,,1,.42857143,6,0,0,.85714287,4,2,0,0,,,,,,,.14285715,.14285715,0,6000,6000,0,6000,6000,,,-3,2,,,,0,0,0,0,0,0,0,,,,2,5,9,0,3,0
2020-02-26,,0,Canada,,0,,0,,0,,0,,0,,0,,0,292,62,0,0,10,2,7,,0,,37058856,2.6984102e-07,0,0,5.3968208e-08,0,1.8888872e-07,2.3025851,,1.9459101,7,7.8793582e-06,1.6730144e-06,5.676754,,,3,.71428573,6.7142859,0,0,.71428573,4.7142859,2,0,0,,,,,,,.14285715,.14285715,0,5000,5000,0,5000,5000,,,1,1,,,,0,0,0,0,0,0,0,,,,-2,2,1,-2,1,1
2020-02-27,,0,Canada,,0,,0,,0,,0,,0,,0,,0,386,94,0,0,11,1,7,,0,,37058856,2.9682514e-07,0,0,2.6984104e-08,0,1.8888872e-07,2.3978953,,1.9459101,7,.000010415863,2.5365057e-06,5.9558372,,,4,.85714287,7.5714288,0,0,.5714286,5.2857141,2.2857144,0,0,,,,,,,0,.14285715,,,,0,4000,4000,,,-12,-4,,,,0,0,0,0,0,0,0,,,,-8,-9,-6,-5,-5,4
2020-02-28,,0,Canada,,0,,0,,0,,0,,0,,0,,0,387,1,0,0,13,2,7,,0,,37058856,3.5079336e-07,0,0,5.3968208e-08,0,1.8888872e-07,2.5649493,,1.9459101,7,.000010442848,2.6984104e-08,5.9584246,,,6,1.1428572,8.7142859,0,0,.42857143,5.7142859,3,0,0,,,,,,,0,.14285715,,,,0,3000,3000,,,-8,0,,,,0,0,0,0,0,0,0,55.813801,53.482899,58.1446,-1,1,-5,1,0,1
2020-02-29,,0,Canada,,0,,0,,0,,0,,0,,0,,0,528,141,0,0,17,4,7,,0,,37058856,4.5872974e-07,0,0,1.0793642e-07,0,1.8888872e-07,2.8332133,,1.9459101,7,.000014247606,3.8047585e-06,6.2690964,,,10,1.7142857,10.428572,0,0,.42857143,6.1428571,4.2857141,0,0,,,,,,,0,.14285715,,,,0,3000,3000,,,-4,1,,,,0,0,0,0,0,0,0,,,,7,7,11,6,7,0
2020-03-01,,0,Canada,,0,,0,,0,,0,,0,,0,,0,653,125,0,0,21,4,7,,0,,37058856,5.6666619e-07,0,0,1.0793642e-07,0,1.8888872e-07,3.0445225,,1.9459101,7,.000017620619,3.3730130e-06,6.4815769,,,14,2.1428571,12.571428,0,0,.42857143,6.5714288,6,0,0,,,,,,,0,.14285715,,,,0,3000,3000,,,-7,5,32.89428669175504,1553.8,1169.2,0,0,0,0,0,0,0,,,,10,9,23,6,5,-1
2020-03-02,,0,Canada,,0,,0,,0,,0,,0,,0,,0,653,0,0,0,23,2,7,,0,,37058856,6.2063435e-07,0,0,5.3968208e-08,0,1.8888872e-07,3.1354942,,1.9459101,7,.000017620619,0,6.4815769,,,16,2.1428571,14.714286,0,0,.42857143,7,7.7142859,0,0,,,,,,,0,0,,,,,,,,,-12,-1,,,,0,0,0,0,0,0,0,,,,3,3,1,-2,-1,1
2020-03-03,,0,Canada,,0,,0,,0,,0,,0,,0,,0,751,98,0,0,36,13,7,,0,,37058856,9.7142777e-07,0,0,3.5079336e-07,0,1.8888872e-07,3.583519,,1.9459101,7,.000020265061,2.6444420e-06,6.6214056,,,29,4,18.714285,0,0,0,7,11.714286,1,0,0,0,0,,,,.14285715,0,0,0,0,,,,,,-7,0,,,,0,0,0,0,0,0,0,,,,4,6,8,-2,0,0
2020-03-04,,0,Canada,,0,,0,,0,,0,,0,,0,,0,767,16,0,0,38,2,7,,0,,37058856,1.0253959e-06,0,0,5.3968208e-08,0,1.8888872e-07,3.6375861,,1.9459101,7,.000020696807,4.3174566e-07,6.6424866,,,31,4,22.714285,0,0,0,7,15.714286,0,0,,,,,,,.14285715,0,0,0,0,,,,,,-2,1,,,,0,0,0,0,0,2.5641026,3.3333333,,,,5,4,11,0,-1,1
2020-03-05,,0,Canada,,0,,0,,0,,0,,0,,0,,0,1144,377,0,0,47,9,8,,1,,37058856,1.2682528e-06,0,2.6984104e-08,2.4285694e-07,0,2.1587283e-07,3.8501475,,2.0794415,8,.000030869815,.000010173007,7.0422864,,,39,5.1428571,27.857143,0,0,.14285715,7.1428571,20.714285,0,0,,,,,,,.14285715,0,0,1000,1000,,,,,,-4,-2,,,,0,0,0,0,0,2.5641026,3.3333333,,,,7,5,18,-1,-2,1
2020-03-06,,0,Canada,,0,,0,,0,,0,,0,,0,,0,1440,296,0,0,62,15,8,,0,,37058856,1.6730144e-06,0,0,4.0476155e-07,0,2.1587283e-07,4.1271343,,2.0794415,8,.00003885711,7.9872943e-06,7.2723985,,,54,7,34.857143,0,0,.14285715,7.2857141,27.571428,0,0,,,,,,,.14285715,0,0,1000,1000,,,,,,-8,-3,,,,0,0,0,0,0,2.7254796,3.3333333,55.496399,52.178101,58.814602,1,-1,6,-3,-1,1
2020-03-07,,0,Canada,,0,,0,,0,,0,,0,,0,,0,1832,392,0,0,65,3,8,,0,,37058856,1.7539667e-06,0,0,8.0952312e-08,0,2.1587283e-07,4.1743875,,2.0794415,8,.000049434879,.000010577768,7.5131636,,,57,6.8571429,41.714287,0,0,.14285715,7.4285712,34.285713,0,1,,,,0,0,0,.14285715,.14285715,0,1000,1000,0,1000,1000,,,-9,-1,,,,0,0,0,0,0,2.7254796,3.3333333,,,,6,5,17,3,6,0
2020-03-08,,0,Canada,,0,,0,,0,,0,,0,,0,,0,2764,932,1,1,73,8,8,,0,,37058856,1.9698396e-06,2.6984104e-08,0,2.1587283e-07,2.6984104e-08,2.1587283e-07,4.2904596,0,2.0794415,9,.000074584059,.000025149184,7.9244342,,,64,7.4285712,49.142857,.14285715,.14285715,.14285715,7.5714288,41.42857,1,0,1000,0,1000,,,,.2857143,.14285715,500,500,1000,1000,1000,2000,,,-1,-3,,,,0,0,0,0,0,2.7254796,3.3333333,,,,9,7,50,3,4,0
2020-03-09,,0,Canada,,0,,0,,0,,0,,0,,0,,0,3596,832,1,0,86,13,9,,1,,37058856,2.3206328e-06,2.6984104e-08,2.6984104e-08,3.5079336e-07,0,2.4285694e-07,4.4543471,0,2.1972246,10,.000097034834,.000022450775,8.1875772,,,76,9,58.142857,.14285715,.2857143,.2857143,7.8571429,50,2,0,0,500,500,,,,.5714286,.14285715,250,500,750,1000,2000,3000,,,-13,-3,,,,0,0,0,0,0,2.7254796,3.3333333,,,,4,4,31,-3,2,1
2020-03-10,,0,Canada,,0,,0,,0,,0,,0,,0,,0,3619,23,1,0,109,23,9,,0,,37058856,2.9412672e-06,2.6984104e-08,0,6.2063435e-07,0,2.4285694e-07,4.6913481,0,2.1972246,10,.000097655473,6.2063435e-07,8.1939526,,,99,10.428572,68.571426,.14285715,.42857143,.2857143,8.1428576,60,0,0,,,,,,,.42857143,.14285715,333.33334,666.66669,1000.0001,1000,2000,3000,,,-18,-4,,,,0,0,0,0,0,4.6485567,5.8333335,,,,-1,1,-2,-6,1,1
2020-03-11,,0,Canada,,0,,0,,0,,0,,0,,0,,0,4922,1303,2,1,140,31,9,,0,,37058856,3.7777745e-06,5.3968208e-08,0,8.3650718e-07,2.6984104e-08,2.4285694e-07,4.9416423,.69314718,2.1972246,11,.00013281575,.000035160287,8.5014706,,,129,14.571428,83.14286,.2857143,.71428573,.2857143,8.4285717,74,2,0,500,0,500,,,,.71428573,.14285715,400,400,800,2000,2000,4000,,,-19,-4,,,,0,0,0,0,0,6.1308351,5.8333335,,,,3,7,12,-3,2,1
2020-03-12,,0,Canada,,0,,0,,0,,0,,0,,0,,0,6805,1883,2,0,181,41,9,,0,,37058856,4.8841225e-06,5.3968208e-08,0,1.1063482e-06,0,2.4285694e-07,5.1984968,.69314718,2.1972246,11,.00018362682,.000050811068,8.8254128,,,170,19.142857,102.28571,.2857143,1,.14285715,8.5714283,92.714287,1,1,0,0,0,0,0,0,.85714287,.2857143,333.33334,166.66667,500.00003,1000,500,1500,,,-28,-9,,,,0,0,0,0,0,6.1308351,5.8333335,,,,7,27,11,-6,2,1
2020-03-13,,0,Canada,,0,,0,,0,,0,,0,,0,,0,9948,3143,2,0,232,51,10,,1,,37058856,6.2603121e-06,5.3968208e-08,2.6984104e-08,1.3761893e-06,0,2.6984102e-07,5.4467373,.69314718,2.3025851,12,.00026843787,.000084811036,9.2051268,,,220,24.285715,126.57143,.2857143,1.2857143,.2857143,8.8571424,116.42857,2,2,0,500,500,0,500,500,1.1428572,.5714286,250,250,500,500,500,1000,,,-40,-24,,,,33.333332,20,0,0,5.1282053,10.618014,11.666667,54.287102,49.7603,58.813801,-5,35,-16,-17,-6,5
2020-03-14,,0,Canada,,0,,0,,0,,0,,0,,0,,0,13277,3329,2,0,317,85,10,,0,,37058856,8.5539605e-06,5.3968208e-08,0,2.2936488e-06,0,2.6984102e-07,5.7589016,.69314718,2.3025851,12,.00035826795,.000089830079,9.4937887,,,305,36,162.57143,.2857143,1.5714285,.2857143,9.1428576,151.85715,4,0,0,0,0,,,,1.7142857,.42857143,166.66667,166.66667,333.33334,666.66669,666.66669,1333.3334,24,24,-41,-31,,,,33.333332,20,0,0,5.1282053,10.618014,11.666667,,,,-11,19,-8,-19,-1,5
2020-03-15,,0,Canada,,0,,0,,0,,0,,0,,0,,0,17404,4127,2,0,429,112,10,,0,,37058856,.00001157618,5.3968208e-08,0,3.0222195e-06,0,2.6984102e-07,6.0614572,.69314718,2.3025851,12,.00046963134,.00011136339,9.7644558,,,417,50.857143,213.42857,.14285715,1.7142857,.2857143,9.4285717,202.28572,4,2,0,0,0,0,0,0,2.1428571,.71428573,66.666672,133.33334,200.00002,200,400,600,,,-47,-31,,,,33.333332,20,0,0,5.1282053,10.618014,11.666667,,,,-12,11,28,-22,-5,4
2020-03-16,,0,Canada,,0,,0,,0,,0,,0,,0,,0,21947,4543,5,3,549,120,10,,0,,37058856,.000014814273,1.3492051e-07,0,3.2380924e-06,8.0952312e-08,2.6984102e-07,6.3080983,1.6094379,2.3025851,15,.00059222011,.00012258878,9.9963856,,,534,66.14286,279.57144,.5714286,2.2857144,.14285715,9.5714283,267.71429,2,1,1500,0,1500,3000,0,3000,2.1428571,.85714287,266.66669,66.666672,333.33337,666.66669,166.66667,833.33337,50,74,-60,-51,,,,66.666664,20,0,0,7.6923075,17.028271,20,,,,-12,23,15,-37,-27,10
2020-03-17,,0,Canada,,0,,0,,0,,0,,0,,0,,0,26946,4999,9,4,658,109,10,,0,,37058856,.000017755539,2.4285694e-07,0,2.9412672e-06,1.0793642e-07,2.6984102e-07,6.4892049,2.1972246,2.3025851,19,.00072711363,.00013489353,10.201591,,,639,78.428574,358,1.1428572,3.4285715,.14285715,9.7142859,344.85715,13,2,307.69232,0,307.69232,2000,0,2000,4,1.1428572,285.71429,35.714287,321.42859,1000,125,1125,895,969,-94,-61,,,,66.666664,20,0,0,7.6923075,17.028271,20,,,,-27,13,7,-45,-35,14
2020-03-18,,0,Canada,,0,,0,,0,,0,,0,,0,,0,34231,7285,10,1,813,155,11,,1,,37058856,.000021938076,2.6984102e-07,2.6984104e-08,4.1825360e-06,2.6984104e-08,2.9682514e-07,6.7007313,2.3025851,2.3978953,21,.00092369283,.00019657919,10.440886,,,792,96.14286,454.14285,1.1428572,4.5714288,.2857143,10,439.57144,2,4,500,500,1000,250,250,500,4,1.7142857,285.71429,71.428574,357.14288,666.66669,166.66667,833.33337,3104,4073,-97,-67,,,,100,20,0,0,10.256411,22.225857,22.5,,,,-33,7,14,-48,-40,16
2020-03-19,,0,Canada,,0,,0,,0,,0,,0,,0,,0,42910,8679,14,4,1007,194,13,,2,,37058856,.000027172991,3.7777744e-07,5.3968208e-08,5.2349160e-06,1.0793642e-07,3.5079336e-07,6.914731,2.6390574,2.5649493,27,.0011578879,.00023419503,10.666861,,,980,118,572.14288,1.7142857,6.2857141,.5714286,10.571428,555.28571,9,4,444.44446,222.22223,666.66669,1000,500,1500,5.1428571,2.1428571,333.33334,111.11111,444.44446,800.00006,266.66669,1066.6667,10293,14366,-99.470001,-70,,,,100,40,0,0,12.820513,22.225857,22.5,,,,-36,4,18,-52,-43,17
2020-03-20,,0,Canada,,0,,0,,0,,0,,0,,0,,0,50124,7214,16,2,1272,265,15,,2,,37058856,.000034323781,4.3174566e-07,5.3968208e-08,7.1507875e-06,5.3968208e-08,4.0476155e-07,7.1483459,2.7725887,2.7080503,31,.0013525512,.00019466333,10.822255,,,1241,148.57143,720.71429,2,8.2857141,.71428573,11.285714,701.14288,15,2,133.33333,133.33333,266.66666,1000,1000,2000,7,2.1428571,285.71429,102.04082,387.7551,933.33337,333.33334,1266.6667,6975,21341,-99.720001,-72,,,,100,40,0,0,12.820513,22.225857,22.5,51.337502,43.959,58.7159,-44,-5,-8,-54,-45,20
